Year,Make,Model,Engine,Viscosity,Capacity
2012,Volkswagen,BEETLE,2.5L 5 -cyl Engine Code CBUA Z,"5W-40, 5W-30 (All TEMPS)","6.3 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,CC,2.0L 4 -cyl Engine Code CBFA 2 Turbo,"5W-40, 5W-30 (All TEMPS)","4.9 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,CC,2.0L 4 -cyl Engine Code CCTA J Turbo,"5W-40, 5W-30 (All TEMPS)","4.9 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,CC,3.6L 6 -cyl Engine Code CNNA 3,"5W-40, 5W-30 (All TEMPS)","5.8 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,EOS,2.0L 4 -cyl Engine Code CBFA 2 Turbo,"5W-40, 5W-30 (All TEMPS)","4.9 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,EOS,2.0L 4 -cyl Engine Code CCTA J Turbo,"5W-40, 5W-30 (All TEMPS)","4.9 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,GOLF,2.0L 4 -cyl Engine Code CJAA R Diesel Turbo,5W-30 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2012,Volkswagen,GOLF,2.5L 5 -cyl Engine Code CBTA M,"5W-40, 5W-30 (All TEMPS)","5.8 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,GOLF,2.5L 5 -cyl Engine Code CBUA Z,"5W-40, 5W-30 (All TEMPS)","5.8 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,GOLF R,2.0L 4 -cyl Engine Code CRZA E Turbo,"5W-40, 5W-30 (All TEMPS)","4.9 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,GTI,2.0L 4 -cyl Engine Code CBFA 2 Turbo,"5W-40, 5W-30 (All TEMPS)","4.9 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,GTI,2.0L 4 -cyl Engine Code CCTA J Turbo,"5W-40, 5W-30 (All TEMPS)","4.9 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,JETTA,2.0L 4 -cyl Engine Code CBFA 2 Turbo,"5W-40, 5W-30 (All TEMPS)","4.9 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,JETTA,2.0L 4 -cyl Engine Code CBPA 0,"5W-40, 5W-30 (All TEMPS)","4.8 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,JETTA,2.0L 4 -cyl Engine Code CCTA J Turbo,"5W-40, 5W-30 (All TEMPS)","4.9 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,JETTA,2.0L 4 -cyl Engine Code CJAA R Diesel Turbo,5W-30 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2012,Volkswagen,JETTA,2.5L 5 -cyl Engine Code CBTA M,"5W-40, 5W-30 (All TEMPS)","6.3 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,JETTA,2.5L 5 -cyl Engine Code CBUA Z,"5W-40, 5W-30 (All TEMPS)","6.3 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,PASSAT,2.0L 4 -cyl Engine Code CKRA P Diesel Turbo,5W-30 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2012,Volkswagen,PASSAT,2.5L 5 -cyl Engine Code CBTA M,"5W-40, 5W-30 (All TEMPS)","6.3 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,PASSAT,2.5L 5 -cyl Engine Code CBUA Z,"5W-40, 5W-30 (All TEMPS)","6.3 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,PASSAT,3.6L 6 -cyl Engine Code CDVB 4,"5W-40, 5W-30 (All TEMPS)","6.3 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,ROUTAN,3.6L 6 -cyl Engine Code [G] G Flex,5W-30 (All TEMPS),"5.9 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,ROUTAN,3.6L 6 -cyl Engine Code [G] H,5W-30 (All TEMPS),"5.9 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,TIGUAN,2.0L 4 -cyl Engine Code CCTA J Turbo,"5W-40, 5W-30 (All TEMPS)","4.9 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,TOUAREG,3.0L 6 -cyl Engine Code CATA B Diesel Turbo,5W-30 (All TEMPS),8.6 quarts. . . (with filter)After refill check oil level.
2012,Volkswagen,TOUAREG,3.0L 6 -cyl Engine Code CGFA 7,"5W-40, 5W-30 (All TEMPS)","7.2 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volkswagen,TOUAREG,3.6L 6 -cyl Engine Code CGRA 9,"5W-40, 5W-30 (All TEMPS)","7.3 quarts. . . (with filter)Add 0.5L (0.5 qt) less than capacity shown, start engine,let run until operating temperature is approx. 60 C (140 F), switch engine off,wait 3 minutes, check dipstick, fill to full mark as indicated on dipstick. May be more or less than 0.5L(0.5qt) depending on model."
2012,Volvo,C30,2.5L 5 -cyl Engine Code B5254T7 6 Turbo,"0W-30, 0W-40 (Below 40)",6.1 quarts. . . (with filter)After refill check oil level.
2012,Volvo,C70,2.5L 5 -cyl Engine Code B5254T7 6 Turbo,"0W-30, 0W-40 (Below 40)",6.1 quarts. . . (with filter)After refill check oil level.
2012,Volvo,S60,2.5L 5 -cyl Engine Code B5254T5 7 Turbo,0W-30 (Below 40),6 quarts. . . (with filter)After refill check oil level.
2012,Volvo,S60,3.0L 6 -cyl Engine Code [90] B6304T4 3 Turbo,"0W-30, 0W-40 (Below 40)",7.2 quarts. . . (with filter)After refill check oil level.
2012,Volvo,S80,3.0L 6 -cyl Engine Code [90] B6304T4 3 Turbo,"0W-30, 0W-40 (Below 40)",7.2 quarts. . . (with filter)After refill check oil level.
2012,Volvo,S80,3.2L 6 -cyl Engine Code [94] B6324S4 4,"0W-30, 0W-40 (Below 40)",7.2 quarts. . . (with filter)After refill check oil level.
2012,Volvo,S80,3.2L 6 -cyl Engine Code [95] B6324S5 2,"0W-30, 0W-40 (Below 40)",7.2 quarts. . . (with filter)After refill check oil level.
2012,Volvo,XC60,3.0L 6 -cyl Engine Code [90] B6304T4 3 Turbo,"0W-30, 0W-40 (Below 40)",7.2 quarts. . . (with filter)After refill check oil level.
2012,Volvo,XC60,3.2L 6 -cyl Engine Code [94] B6324S4 4,"0W-30, 0W-40 (Below 40)",7.2 quarts. . . (with filter)After refill check oil level.
2012,Volvo,XC60,3.2L 6 -cyl Engine Code [95] B6324S5 2,"0W-30, 0W-40 (Below 40)",7.2 quarts. . . (with filter)After refill check oil level.
2012,Volvo,XC70,3.0L 6 -cyl Engine Code [90] B6304T4 3 Turbo,"0W-30, 0W-40 (Below 40)",7.2 quarts. . . (with filter)After refill check oil level.
2012,Volvo,XC70,3.2L 6 -cyl Engine Code [94] B6324S4 4,"0W-30, 0W-40 (Below 40)",7.2 quarts. . . (with filter)After refill check oil level.
2012,Volvo,XC70,3.2L 6 -cyl Engine Code [95] B6324S5 2,"0W-30, 0W-40 (Below 40)",7.2 quarts. . . (with filter)After refill check oil level.
2012,Volvo,XC90,3.2L 6 -cyl Engine Code [95] B6324S5 2,"0W-30, 0W-40 (Below 40)",7.2 quarts. . . (with filter)After refill check oil level.
2013,Acura,ILX,1.5L 4 -cyl Engine Code LEA2 E,0W-20 (All TEMPS),3.6 quarts. . . . w/ofAfter refill check oil level.
2013,Acura,ILX,2.0L 4 -cyl Engine Code R20A5 R,0W-20 (All TEMPS),3.7 quarts. . . . w/ofAfter refill check oil level.
2013,Acura,ILX,2.4L 4 -cyl Engine Code K24Z7 2,0W-20 (All TEMPS),4.4 quarts. . . (with filter)After refill check oil level.
2013,Acura,MDX,3.7L 6 -cyl Engine Code J37A1 7,5W-20 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2013,Acura,RDX,3.5L 6 -cyl Engine Code J35Z2 O,0W-20 (All TEMPS),4.2 quarts. . . . w/ofAfter refill check oil level.
2013,Acura,TL,3.5L 6 -cyl Engine Code J35Z6 6,0W-20 (All TEMPS),4.2 quarts. . . . w/ofAfter refill check oil level.
2013,Acura,TL,3.7L 6 -cyl Engine Code J37A4 4,5W-20 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2013,Acura,TSX,2.4L 4 -cyl Engine Code K24Z3 3,0W-20 (All TEMPS),4.2 quarts. . . (with filter)After refill check oil level.
2013,Acura,TSX,3.5L 6 -cyl Engine Code J35Z6 6,0W-20 (All TEMPS),4.2 quarts. . . . w/ofAfter refill check oil level.
2013,Acura,ZDX,3.7L 6 -cyl Engine Code J37A5 8,5W-20 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2013,Audi,A3,2.0L 4 -cyl Engine Code CBEA L Diesel Turbo,5W-30 (All TEMPS),4.2 quarts. . . (with filter)After refill check oil level.
2013,Audi,A3,2.0L 4 -cyl Engine Code CBFA R Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",4.9 quarts. . . (with filter)After refill check oil level.
2013,Audi,A3,2.0L 4 -cyl Engine Code CCTA K Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",4.9 quarts. . . (with filter)After refill check oil level.
2013,Audi,A3 QUATTRO,2.0L 4 -cyl Engine Code CCTA K Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",4.9 quarts. . . (with filter)After refill check oil level.
2013,Audi,A4,2.0L 4 -cyl Engine Code CAEB C Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",4.9 quarts. . . (with filter)After refill check oil level.
2013,Audi,A4 QUATTRO,2.0L 4 -cyl Engine Code CAEB C Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",4.9 quarts. . . (with filter)After refill check oil level.
2013,Audi,A4 QUATTRO,2.0L 4 -cyl Engine Code CPMA 5 Flex Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",4.9 quarts. . . (with filter)After refill check oil level.
2013,Audi,A5,2.0L 4 -cyl Engine Code CAEB C Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",4.9 quarts. . . (with filter)After refill check oil level.
2013,Audi,A5 QUATTRO,2.0L 4 -cyl Engine Code CAEB C Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",4.9 quarts. . . (with filter)After refill check oil level.
2013,Audi,A5 QUATTRO,2.0L 4 -cyl Engine Code CPMA 5 Flex Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",4.9 quarts. . . (with filter)After refill check oil level.
2013,Audi,A6,2.0L 4 -cyl Engine Code CAEB C Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",4.9 quarts. . . (with filter)After refill check oil level.
2013,Audi,A6 QUATTRO,2.0L 4 -cyl Engine Code CAEB C Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",4.9 quarts. . . (with filter)After refill check oil level.
2013,Audi,A6 QUATTRO,3.0L 6 -cyl Engine Code CTUA T,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",7.2 quarts. . . (with filter)After refill check oil level.
2013,Audi,A7 QUATTRO,3.0L 6 -cyl Engine Code CTUA T,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",7.2 quarts. . . (with filter)After refill check oil level.
2013,Audi,A8 QUATTRO,3.0L 6 -cyl Engine Code CTUB D,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",7.2 quarts. . . (with filter)After refill check oil level.
2013,Audi,A8 QUATTRO,4.0L 8 -cyl Engine Code CEUA 1 Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",8.8 quarts. . . (with filter)After refill check oil level.
2013,Audi,A8 QUATTRO,6.3L 12-cyl Engine Code CEJA P,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",12.2 quarts. . . (with filter)After refill check oil level.
2013,Audi,ALLROAD QUATTRO,2.0L 4 -cyl Engine Code CPMA 5 Flex Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",4.9 quarts. . . (with filter)After refill check oil level.
2013,Audi,Q5,2.0L 4 -cyl Engine Code CHJA I Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",4.9 quarts. . . (with filter)After refill check oil level.
2013,Audi,Q5,2.0L 4 -cyl Engine Code CPMA 5 Flex Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",4.9 quarts. . . (with filter)After refill check oil level.
2013,Audi,Q5,3.0L 6 -cyl Engine Code CTUC Q,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",7.2 quarts. . . (with filter)After refill check oil level.
2013,Audi,Q7,3.0L 6 -cyl Engine Code CNRB B Diesel Turbo,5W-30 (All TEMPS),8.1 quarts. . . (with filter)After refill check oil level.
2013,Audi,Q7,3.0L 6 -cyl Engine Code CTWA Y,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",7.2 quarts. . . (with filter)After refill check oil level.
2013,Audi,Q7,3.0L 6 -cyl Engine Code CTWB X,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",7.2 quarts. . . (with filter)After refill check oil level.
2013,Audi,RS5,4.2L 8 -cyl Engine Code CFSA 4,0W-30 (All TEMPS),10.2 quarts. . . (with filter)After refill check oil level.
2013,Audi,S4,3.0L 6 -cyl Engine Code CGXC F,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",7.2 quarts. . . (with filter)After refill check oil level.
2013,Audi,S5,3.0L 6 -cyl Engine Code CGXC F,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",7.2 quarts. . . (with filter)After refill check oil level.
2013,Audi,S6,4.0L 8 -cyl Engine Code CEUC H Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",8.8 quarts. . . (with filter)After refill check oil level.
2013,Audi,S7,4.0L 8 -cyl Engine Code CEUC H Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",8.8 quarts. . . (with filter)After refill check oil level.
2013,Audi,S8,4.0L 8 -cyl Engine Code CGTA J Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",8.8 quarts. . . (with filter)After refill check oil level.
2013,Audi,TT QUATTRO,2.0L 4 -cyl Engine Code CETA 6 Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",4.8 quarts. . . (with filter)After refill check oil level.
2013,Audi,TT RS QUATTRO,2.5L 5 -cyl Engine Code CEPB 9 Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",6.9 quarts. . . (with filter)After refill check oil level.
2013,Audi,TTS QUATTRO,2.0L 4 -cyl Engine Code CDMA E Turbo,"5W-40, 5W-30, 0W-40, 0W-30 (All TEMPS)",4.8 quarts. . . (with filter)After refill check oil level.
2013,BMW,128i,3.0L 6 -cyl Engine Code N51 B30A I,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,128i,3.0L 6 -cyl Engine Code N52 B30A H,0W-30 (All TEMPS),"6.9 quarts. . . (with filter)After refill, check oil level. Top off to proper level as needed. After refill, check oil level. Additional oil may be needed if oil cooler is drained."
2013,BMW,135i,3.0L 6 -cyl Engine Code N55 B30A 4 Turbo,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,135is,3.0L 6 -cyl Engine Code N55 B30A 4 Turbo,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,320I XDRIVE,2.0L 4 -cyl Engine Code N20B20A A Turbo,0W-30 (All TEMPS),5.3 quarts. . . (with filter)After refill check oil level.
2013,BMW,320i,2.0L 4 -cyl Engine Code N20B20A A Turbo,0W-30 (All TEMPS),5.3 quarts. . . (with filter)After refill check oil level.
2013,BMW,328i,2.0L 4 -cyl Engine Code N20B20A A Turbo,0W-30 (All TEMPS),5.3 quarts. . . (with filter)After refill check oil level.
2013,BMW,328i,2.0L 4 -cyl Engine Code N26B20A 9 Turbo,0W-30 (All TEMPS),5.3 quarts. . . (with filter)After refill check oil level.
2013,BMW,328i,3.0L 6 -cyl Engine Code N51 B30A I,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,328i,3.0L 6 -cyl Engine Code N52 E,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,328xi,2.0L 4 -cyl Engine Code N20B20A A Turbo,0W-30 (All TEMPS),5.1 quarts. . . (with filter)After refill check oil level.
2013,BMW,328xi,2.0L 4 -cyl Engine Code N26B20A 9 Turbo,0W-30 (All TEMPS),5.1 quarts. . . (with filter)After refill check oil level.
2013,BMW,328xi,3.0L 6 -cyl Engine Code N51 B30A I,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,328xi,3.0L 6 -cyl Engine Code N52 E,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,335i,3.0L 6 -cyl Engine Code N55 B30A 4 Turbo,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,335is,3.0L 6 -cyl Engine Code N54 B30A 1 Turbo,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,335xi,3.0L 6 -cyl Engine Code N55 B30A 4 Turbo,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,528i,2.0L 4 -cyl Engine Code N20B20A A Turbo,0W-30 (All TEMPS),5.3 quarts. . . (with filter)After refill check oil level.
2013,BMW,528xi,2.0L 4 -cyl Engine Code N20B20A A Turbo,0W-30 (All TEMPS),5.3 quarts. . . (with filter)After refill check oil level.
2013,BMW,535i,3.0L 6 -cyl Engine Code N55 B30A 4 Turbo,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,535xi,3.0L 6 -cyl Engine Code N55 B30A 4 Turbo,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,550i,4.4L 8 -cyl Engine Code N63B44A 3 Turbo,0W-30 (All TEMPS),10 quarts. . . (with filter)After refill check oil level.
2013,BMW,550i,4.4L 8 -cyl Engine Code N63B44B G Turbo,0W-30 (All TEMPS),10 quarts. . . (with filter)After refill check oil level.
2013,BMW,550xi,4.4L 8 -cyl Engine Code N63B44A 3 Turbo,0W-30 (All TEMPS),10 quarts. . . (with filter)After refill check oil level.
2013,BMW,550xi,4.4L 8 -cyl Engine Code N63B44B G Turbo,0W-30 (All TEMPS),10 quarts. . . (with filter)After refill check oil level.
2013,BMW,640i,3.0L 6 -cyl Engine Code N55 B30A 4 Turbo,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,650I,4.4L 8 -cyl Engine Code N63B44B G Turbo,0W-30 (All TEMPS),10 quarts. . . (with filter)After refill check oil level.
2013,BMW,650xi,4.4L 8 -cyl Engine Code N63B44B G Turbo,0W-30 (All TEMPS),10 quarts. . . (with filter)After refill check oil level.
2013,BMW,740Li,3.0L 6 -cyl Engine Code N55 B30A 4 Turbo,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,740i,3.0L 6 -cyl Engine Code N55 B30A 4 Turbo,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,750Li,4.4L 8 -cyl Engine Code N63B44B G Turbo,0W-30 (All TEMPS),"9.5 quarts. . . (with filter)After refill, check oil level. Top off to proper level as needed. After refill, check oil level. Additional oil may be needed if oil cooler is drained."
2013,BMW,750i,4.4L 8 -cyl Engine Code N63B44B G Turbo,0W-30 (All TEMPS),"9.5 quarts. . . (with filter)After refill, check oil level. Top off to proper level as needed. After refill, check oil level. Additional oil may be needed if oil cooler is drained."
2013,BMW,750xi,4.4L 8 -cyl Engine Code N63B44B G Turbo,0W-30 (All TEMPS),"9.5 quarts. . . (with filter)After refill, check oil level. Top off to proper level as needed. After refill, check oil level. Additional oil may be needed if oil cooler is drained."
2013,BMW,760Li,6.0L 12-cyl Engine Code N74B60A 2 Turbo,0W-30 (All TEMPS),"11.1 quarts. . . (with filter)After refill, check oil level. Top off to proper level as needed. After refill, check oil level. Additional oil may be needed if oil cooler is drained."
2013,BMW,ACTIVEHYBRID 3,3.0L 6 -cyl Engine Code N55 B30A 7 Turbo,0W-30 (All TEMPS),"6.9 quarts. . . (with filter)After refill, check oil level. Top off to proper level as needed. After refill, check oil level. Additional oil may be needed if oil cooler is drained."
2013,BMW,ACTIVEHYBRID 5,3.0L 6 -cyl Engine Code N55 B30A 7 Turbo,0W-30 (All TEMPS),"6.9 quarts. . . (with filter)After refill, check oil level. Top off to proper level as needed. After refill, check oil level. Additional oil may be needed if oil cooler is drained."
2013,BMW,ACTIVEHYBRID 7,3.0L 6 -cyl Engine Code N55 B30A 7 Turbo,0W-30 (All TEMPS),"6.9 quarts. . . (with filter)After refill, check oil level. Top off to proper level as needed. After refill, check oil level. Additional oil may be needed if oil cooler is drained."
2013,BMW,M3,4.0L 8 -cyl Engine Code S65 B40A N,10W-60 (All TEMPS),9.3 quarts. . . (with filter)After refill check oil level.
2013,BMW,M5,4.4L 8 -cyl Engine Code S63 B44B 6 Turbo,"0W-40, 0W-30, 5W-40, 5W-30 (All TEMPS)","9 quarts. . . (with filter)After refill, check oil level. Top off to proper level as needed. After refill, check oil level. Additional oil may be needed if oil cooler is drained."
2013,BMW,M6,4.4L 8 -cyl Engine Code S63 B44B 6 Turbo,0W-30 (All TEMPS),"9 quarts. . . (with filter)After refill, check oil level. Top off to proper level as needed. After refill, check oil level. Additional oil may be needed if oil cooler is drained."
2013,BMW,X1,2.0L 4 -cyl Engine Code N20B20A A Turbo,0W-30 (All TEMPS),5.3 quarts. . . (with filter). RWDAfter refill check oil level.
2013,BMW,X1,3.0L 6 -cyl Engine Code N55 B30A 4 Turbo,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,X3,2.0L 4 -cyl Engine Code N20B20A A Turbo,0W-30 (All TEMPS),5.1 quarts. . . (with filter)After refill check oil level.
2013,BMW,X3,3.0L 6 -cyl Engine Code N55 B30A 4 Turbo,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,X5,3.0L 6 -cyl Engine Code M57T2 D30 J Diesel Turbo,0W-30 (All TEMPS),7.7 quarts. . . (with filter)After refill check oil level.
2013,BMW,X5,3.0L 6 -cyl Engine Code N55 B30A 4 Turbo,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,BMW,X5,4.4L 8 -cyl Engine Code N63B44A 3 Turbo,0W-30 (All TEMPS),10 quarts. . . (with filter)After refill check oil level.
2013,BMW,X5,4.4L 8 -cyl Engine Code N63B44B G Turbo,0W-30 (All TEMPS),9 quarts. . . (with filter)After refill check oil level.
2013,BMW,X5,4.4L 8 -cyl Engine Code S63B44A S Turbo,0W-30 (All TEMPS),9 quarts. . . (with filter)After refill check oil level.
2013,BMW,X6,3.0L 6 -cyl Engine Code N55 B30A 4 Turbo,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
